,fac_id,rev_id,rev_rating,review,user,rev_created_time,rev_url,rev_is_selected,fac_name,fac_is_closed,review_count,fac_rating,fac_updated_time,phone,business_url,fac_url,address,city,state,country,postal_code,latitude,longitude,cat1,cat2,cat3,cat4,cat5,cat6
2211,M8m7xcwGHueY86bA0GVhJQ,BgAhqy3OWwOmz_Cbew4GDg,5,"my husband and i got married and i decided it was time to change coverage from a ppo to an hmo. ive stuck to ppo all these years because i was following my favorite dr around. well, he finally was promoted once again and left patient care. i bounced around from memorial care to hoag and just couldn't find the same care.

i remember going to kaiser as a child, but never have gone as an adult. it's been a little over a year since our transition to kaiser hmo and i have to say i love it. 

kaiser harbor-macarthur medical center is amazing. the staff is amazing. everything you need is found here as a one-stop shop which is ultra convenient. i've got nothing but the best care from the security guard to the front desk staff, the labs, pharmacy techs, urgent care, the nurses and drs. i'm especially happy to find dr pantig. 

dr pantig is so thorough with the best bedside manners. i feel she truly listens to my concerns, has so much wisdom and care to tend to my health. i couldn't be happier to find her and her awesome nurse, sandy! i really did miss the dr i followed around, but dr pantig and nurse sandy are ""home"" to me. it's great to feel so cared for again.

many people frown upon hmos, but i've got to say my experience here at kaiser habor-macarthur has been nothing, but great. to be honest, you get what you put out. with every visit, i sincerely appreciate the staff for their tireless and thankless work. they're so appreciative in return. i always leave with a smile on my face. kaiser harbor-macarthur is highly recommended.",Lilly G.,2020-04-29,https://www.yelp.com/biz/kaiser-permanente-harbor-macarthur-medical-offices-santa-ana?adjust_creative=upenn&hrid=BgAhqy3OWwOmz_Cbew4GDg&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Kaiser Permanente Harbor-MacArthur Medical Offices,False,153,2.5,2020-06-23T17:54:16,17148306500.0,http://kaiserpermanente.org,https://www.yelp.com/biz/kaiser-permanente-harbor-macarthur-medical-offices-santa-ana?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,3401 S Harbor Blvd,Santa Ana,CA,US,92704.0,33.701156908511,-117.91821831757,Medical Centers,Hospitals,,,,
2212,M8m7xcwGHueY86bA0GVhJQ,7_cJQ8p3GzHpvj0hVe3DDQ,1,waiting 6+ hours to be told by a nurse that the doctor isn't going to do anything for my fiance's dizzy spells and fainting and is already going to say it's vertigo. there's a guy with a bleeding  leg and a lady with a broken wrist waiting for 5 hours but a little girl complaining about a headache can be in and out in 30 min. fuck this place.,Lizzie H.,2020-06-23,https://www.yelp.com/biz/kaiser-permanente-harbor-macarthur-medical-offices-santa-ana?adjust_creative=upenn&hrid=7_cJQ8p3GzHpvj0hVe3DDQ&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Kaiser Permanente Harbor-MacArthur Medical Offices,False,153,2.5,2020-06-23T17:54:16,17148306500.0,http://kaiserpermanente.org,https://www.yelp.com/biz/kaiser-permanente-harbor-macarthur-medical-offices-santa-ana?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,3401 S Harbor Blvd,Santa Ana,CA,US,92704.0,33.701156908511,-117.91821831757,Medical Centers,Hospitals,,,,
2215,M8m7xcwGHueY86bA0GVhJQ,tfcngvzY11HKfUeiQrZMuQ,1,i have been to this location during covid-19 and have not had any problems being seen for treatment of my migraine. i only come in when it's at it's worse and i need a shot to keep it from going on for days. i recently had one in late april here with no problem. due to a migraine i have been in bed all day and not been able to eat or drink so i finally went before 5pm to be seen. i was turned away by the charge nurse jahnna  eastman. she wanted me to go to another location where they send people with covid-19 symptoms. my temperature was never taken and she said that headaches were on the list of symptoms. i suffer from migraines which i am on preventive medication for. when my medication doesn't work i go in to receive alternative care. jahnna stated that some people were more lenient and she wanted to see my kaiser number to check and see who allowed me to be seen. this is a hospital. you are their staff. you should all have the same standards. she turned me away finally saying that she had another patient. it was completely empty at this time. as we drove off we saw no line of people just the staff talking. i understand you are doing your job but having compassion should also be part of your interaction. i went home to now wait out my migraine because despite being healthy i was told i wasn't allowed to be seen here. maybe you are a compassionate nurse but not to me and not on this day. to be clear i think this location is good but i wanted to share my experience because things could always be better.,M F.,2020-06-06,https://www.yelp.com/biz/kaiser-permanente-harbor-macarthur-medical-offices-santa-ana?adjust_creative=upenn&hrid=tfcngvzY11HKfUeiQrZMuQ&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Kaiser Permanente Harbor-MacArthur Medical Offices,False,153,2.5,2020-06-23T17:54:16,17148306500.0,http://kaiserpermanente.org,https://www.yelp.com/biz/kaiser-permanente-harbor-macarthur-medical-offices-santa-ana?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,3401 S Harbor Blvd,Santa Ana,CA,US,92704.0,33.701156908511,-117.91821831757,Medical Centers,Hospitals,,,,
8591,D3MN24Ps5oI8wL8uM8AeaA,uKwIhrkUY-S7yehVQGgCJA,1,so to start off being an addict everyday spent doing drugs could be your last rehabs know this. this place didn't try to prevent it didn't try to take me in. on friday i was told that they could take me in saturday morning at 8:30 am when i called back they said no that's i'd have to wait until monday. no inpatient program should be telling you to wait 2 days to go in knowing you a heroine user. what has happened in my past experiences they have tried to get me in that day even if i didn't want to because of the possibilities of overdosing. also other program will put you in another program if no beds are available in the one that i acquired about. so monday i called early to let them know i was running late. said it wasn't a big say. got there at 8;40. fill out my paper work. and whatever. the two  woman in the front both had some attitudes. at a certain point it was a long time waiting so i inquired about it and they told me to keep waiting. i did for another 1 which that brought me 3 hour to accomplish nothing. the one woman said they didn't have an appointment for me. i lost it the went this long and i didn't have an appointment. so then she said someone would come out to see me. i asked how long again told me to have patients. i said after being here 3 hours and now telling me i didn't have an appointment. i was so frustrated i started to cry. that place is all about money they can care less about addiction and what it does to a person and their life. obviously they an appointment for they covering up something because i called early that morning saying was running late and gave them me name. then i call later on to tell someone that mattered the situation. i talked to a woman sabrina with a shitty attitude also i said i was very upset about the situation and she told me i did have an apt in reality she's the same one i'm sure of that took it on friday trying to cover her ass. this place has awful reviews shows how not compassionate they are. no regard working to help addict just care about the insurance money they collect. i would give no stars if that was an option,Lauren S.,2020-03-16,https://www.yelp.com/biz/summit-oaks-hospital-summit?adjust_creative=upenn&hrid=uKwIhrkUY-S7yehVQGgCJA&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Summit Oaks Hospital,False,28,2.0,2020-03-16T13:39:59,19085227000.0,http://www.summitoakshospital.com/,https://www.yelp.com/biz/summit-oaks-hospital-summit?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,19 Prospect St,Summit,NJ,US,7901.0,,,Hospitals,,,,,
9718,My3F_fqhEPhnXgRQJikJaA,5-XkZPRBDasU8oldutrLSA,1,"i cannot even begin to state the negative outcomes from this institution. from the ground up, the staff and providers should be ashamed of their attitudes and healthcare. from being scolded immediately upon arrival to missed diagnoses to negative health outcomes to forgetting patients within a waiting room. the abhorrent medical care provided caused more medical conditions, twice now. coupled by unethical attitudes from the nurses, wvu medicine should re-analyze their affiliation with this institution. as a provider at one of the nations top hospitals, i understand the intricacies of medical institutions, but the addition of unethical and unprofessional staff and providers is the biggest issue with this place.",Zach M.,2020-05-11,https://www.yelp.com/biz/wvu-medicine-united-hospital-center-bridgeport?adjust_creative=upenn&hrid=5-XkZPRBDasU8oldutrLSA&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Wvu Medicine United Hospital Center,False,4,2.0,2020-05-11T14:42:30,16813421000.0,http://www.uhcwv.org,https://www.yelp.com/biz/wvu-medicine-united-hospital-center-bridgeport?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,327 Medical Park Dr,Bridgeport,WV,US,26330.0,,,Hospitals,,,,,
13367,VbwfHsXXCnQ6oYYFgjJwkw,DQNWoftqZBl0RFN---4UPg,1,"no communication from nursing staff or case managers to our family. poor care given. south nassau used to be a place we highly regarded, now i would not suggest you go there for a paper cut. management has become dismal here, it's a shame.",Kaitlyn C.,2020-06-25,https://www.yelp.com/biz/mount-sinai-south-nassau-oceanside?adjust_creative=upenn&hrid=DQNWoftqZBl0RFN---4UPg&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Mount Sinai South Nassau,False,82,2.5,2020-06-25T13:49:19,15166323000.0,http://www.mountsinai.org/southnassau,https://www.yelp.com/biz/mount-sinai-south-nassau-oceanside?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1 Healthy Way,Oceanside,NY,US,11572.0,,,Hospitals,,,,,
14189,sWh-N7K3ebRHZKhhH01mJQ,SS8L8m4mZb54oBSZVLqD4Q,5,"i recently gave birth to my first baby at the abrazo location, and i just have to say i was very impressed with the staff and service i received while there, despite the rumors i've heard about labor and delivery. i gave birth during the coronavirus pandemic and the nurses were professional and made sure my husband and i were taken care of. i want to give a shout out specifically to a traveling nurse lindsey who helped me so much through delivery and made sure i was comfortable the whole time. i also want to give a shout out to another nurse denise who helped my husband and i during the recovery period and was so personable and professional. despite the circumstance, my husband and i were overall pleased with our stay. especially because of the service we received from lindsey and denise. the food however i will give 2 stars. that's my only complaint.",Lena T.,2020-04-12,https://www.yelp.com/biz/abrazo-arrowhead-campus-glendale?adjust_creative=upenn&hrid=SS8L8m4mZb54oBSZVLqD4Q&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,True,Abrazo Arrowhead Campus,False,136,2.5,2020-06-11T12:42:05,16235611000.0,https://www.abrazohealth.com,https://www.yelp.com/biz/abrazo-arrowhead-campus-glendale?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,18701 N 67th Ave,Glendale,AZ,US,85308.0,,,Hospitals,,,,,
14190,sWh-N7K3ebRHZKhhH01mJQ,9CsYihuYCcLXUW4ZmMrPmA,5,"this hospital was a god sent. i was very nervous to be sent here to be on hospital bed rest with my twin babies after reading the reviews. but let me tell you, this was the most amazing hospital experience i've ever had. (and i am very picky)  i had my twin babies at 32 weeks and they were in nicu for 19 days after birth. the labor and delivery and triage nurses are just such wonderful loving people. erin in triage helped to calm my nerves and truly cared about my comfort, she took every concern i had and took me seriously and truly cared. all of the nurses i had in labor and delivery were absolutely amazing. they made sure i was comfortable and kept me updated with everything going on. ( i had preeclampsia ) no matter how many questions i had or how many times i called them in to help me use the restroom or get me water they always had the biggest smile and were eager to help. you could tell they just loved their job. now what i loved the most about this hospital was the nicu. those nurses truly love their jobs and it shows. they were nurses to my babies and therapists for me. having nicu babies is scary for any mom, but these nurses made my nicu stay very enjoyable. every nurse always took a little time out of their shift to sit and talk with me. they would ask me about my situation, how i'm doing, ask about my life, my interests, etc. i created some very strong bonds with these nurse and it made it so much easier when i was discharged and had to leave my babies with these amazing people. i would like to thank elizabeth, cyndi, jill, linda, amanda, heidi, sharon, and aja for everything you did to help me and my babies. this is one great hospital!!!",Megan C.,2020-04-09,https://www.yelp.com/biz/abrazo-arrowhead-campus-glendale?adjust_creative=upenn&hrid=9CsYihuYCcLXUW4ZmMrPmA&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Abrazo Arrowhead Campus,False,136,2.5,2020-06-11T12:42:05,16235611000.0,https://www.abrazohealth.com,https://www.yelp.com/biz/abrazo-arrowhead-campus-glendale?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,18701 N 67th Ave,Glendale,AZ,US,85308.0,,,Hospitals,,,,,
14191,sWh-N7K3ebRHZKhhH01mJQ,fCoMjDp0_zitUN6CTlONWA,5,had surgery a month ago. it was scheduled prior to the pandemic and was worried it would have to be postponed. was able to have the surgery as planned.  very grateful to the staff that cared for me prior to and post operation. they were attentive to my needs and answered my questions regarding my recovery. even received a letter a week later signed by all the staff.  sincere thank you to all the dedicated professionals that are working to take care of everyone during this stressful time in our history.,Bob C.,2020-04-28,https://www.yelp.com/biz/abrazo-arrowhead-campus-glendale?adjust_creative=upenn&hrid=fCoMjDp0_zitUN6CTlONWA&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Abrazo Arrowhead Campus,False,136,2.5,2020-06-11T12:42:05,16235611000.0,https://www.abrazohealth.com,https://www.yelp.com/biz/abrazo-arrowhead-campus-glendale?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,18701 N 67th Ave,Glendale,AZ,US,85308.0,,,Hospitals,,,,,
14192,sWh-N7K3ebRHZKhhH01mJQ,bxSxf4BkDs8sPmoRNv82tg,5,"had two of my children born here. both times my experience was fantastic. the nurses were some of the nicest,  kind and patient people i've ever met that parked in the medical field. the room where our baby was born was large, unlike with my first child at another hospital where the room was tiny. 

they also let the dads get involved in the birthing experience. and actually give dads respect, another experience i did not have when my first kid was born elsewhere.

the only thing i could say is a negative, something that's not really an issue, is how tiny their cafeteria is and few selection. this however would be more nitpicking on my part, so i don't hold that against them.",Fatherhooduncensored ..,2020-03-17,https://www.yelp.com/biz/abrazo-arrowhead-campus-glendale?adjust_creative=upenn&hrid=bxSxf4BkDs8sPmoRNv82tg&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,False,Abrazo Arrowhead Campus,False,136,2.5,2020-06-11T12:42:05,16235611000.0,https://www.abrazohealth.com,https://www.yelp.com/biz/abrazo-arrowhead-campus-glendale?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,18701 N 67th Ave,Glendale,AZ,US,85308.0,,,Hospitals,,,,,
