,doc_num,dominant_topic,topic_contribution,topic_keywords,doc_text
0,156,0.0,0.4654,"doctor, pain, give, emergency, back, walk, room, question, leave, show","nightmare experience going to uci er sunday, 2/23/20, with a dislocated shoulder.  dr matonis was the resident doctor.  they would not give me a mask saying i was not contagious. the box of masks was empty.  i got a real bad cold/cough at uci a month ago from the rn that was wearing a mask because he was sick with a cold.  i was sick that very night we left uci.  i had not gone anywhere else so knew i got it from that rn wearing the mask.   that is why i wanted a mask - to prevent getting sick again.  but, they would not give me one.  
i asked the doctor if she ever had put a shoulder back in the socket and was told she had done it many times and that every week someone comes in with a shoulder dislocated.  i soon found out she had no idea what to do and wondered if i was her first patient.  she had to ask the attending doctor how to put in lidocane. the attending doctor was instructing her.  when she was twisting my arm up and all around she kept asking the attending doctor if she was doing it right.  after 10 minutes of no luck and pain i told her i wanted an ortho doctor called in.   i told her an ortho doctor could do it.  i see on tv all the time where doctors put the shoulder back in the joint in a minute.  she refused to call out to the ortho doctor on-call and said they now have to try weights.  the tech tried to put weights around my elbow.  it caused a lot of elbow pain, so he then tried around my wrist.  extreme pain on my wrist.  i told him why don't you attach to my upper arm since that is closer to the dislocation.  he went out and  created the device to wrap around my upper arm and that worked.  that tech did a great job.  i wondered if they do this all the time how come no one knew how to relocate my shoulder and they would not call-out to an experienced doctor that would know what to do.  
the doctor also had another set of x-rays to see if after all her twisting it was now in the socket.  i told her it was not and that i did not want all the extra radiation when i knew it was still out.  she said radiation was low.   results showed shoulder was not in the socket.  i also told her those weights are not going to work and i want an ortho doctor.  she said we need to go in order and weights is the next step.   as the weights were hanging from my arm dr matonis told me to yell out when the shoulder goes back in the joint.  i told her i did not know it was out to begin with so how an i suppose to know when it goes back in.  she said i will know which is ridiculous because after they finally got my shoulder back in the joint the pain was still the same.  she kept telling me it would feel better.  it is now a week later and i still could not tell you if my shoulder is in the joint.  the pain in the middle of the upper arm is exactly the same.    
when the weights did not work she asked me if i wanted her to try again to force my arm in the joint.  i told her again i want an ortho doctor.  she said after weights the next step is to put me under in the trauma room.  i said what makes you think you can to it when i'm asleep, if you can't do it when i'm awake.  she said my arm will be easier to manipulate.  i again told her to try.  another male resident was pushing on the back of my shoulder as hard as he could.  his hard pushing would have hurt if he did that on any part of my body.  meanwhile, she was twisting my arm trying to get it in the socket.  the uci ladies (two) that would alternate sitting in the room across from my room (watching the patient in that room) kept turning their chairs around so they could watch.  they stared as if watching tv.  it was so rude! ! the doctors - resident, attending, rn, never thought to close my door a little so i could have privacy. 
after pushing/pulling, weights, pushing/pulling, she said we now should put you under. i again told her i want an ortho doctor and that an ortho doctor could have resolved this a long time ago.  she again told me she could do this. she said she was having such a hard time getting my shoulder back in because i waited so long to come in (i came in 5 hours after the fall).  this is a typical response from a woman that cannot get the job done and so blame their lack of expertise on the patient.  while waiting for a trauma room i asked the rn about getting an ortho doctor.  he said he did call-out.  dr matonis never told me that.  the trauma room was finally available.  it did not look to me like anyone was in any of the trauma rooms to begin with.  she told the tech to put a mask on me, but he told her is was not needed, since i had the nose tube. she then told others in the room that they will learn a lot when the ortho doctor comes.  after it was over the tech told me ortho, dr choi, was there and assisted.  dr matonis never told me anything.  never saw her after.  they wrapped  shoulder stabilizer around my bra under my clothes.  my belly showed. no one helped.  now x-rays show a possible fracture which did not show in 1st set."
1,9,1.0,0.4335,"hospital, mom, treat, bad, medical, life, time, place, horrible, med","this place could have saved my life, but chose not to admit me, which is illegal, leaving me with a severe brain injury, and no quality of life. i was having a life-threatening reaction to a medical device that had not been seen before, and needed as many brains on the situation as possible.

 i was in a non-convulsive seizure, suffocating, my skin and mucous membranes were physically cooking off, i had no motor skills and could not see or breathe.

i had no chance of saving my own life.

i needed help, and fast. 

i knew that i was dying and needed help, and i stupidly had a friend dive me there, instead of calling 911, but they may have brought me there, since it's close to my house, and threw me out, just the same. 

because the nurse had never seen this reaction before, or heard of the procedure, she did not let me in, did not ask me questions, and had zero interest in why i was in an emergency room. .

real medical professionals do not care about the device, and focus on symptoms. 

the medical negligence cost me my life as i knew it.   

i would up with a severe brain damage, a chunk of my brain missing from cooking off in the cavity, and almost a face transplant recipient. 

agony is an understatement. 

(it has taken me three years to write this.)

if someone is in ignition from a heating source ( the device is 160 degrees of electric shocks and burns, promoted for lymph and blood drainage, organic, by big pharma), for the love of god, get them out of agony, find out where the burns are coming from, and have mercy. it's a horrific painful death, and i barely made it out.

they could have called the company, they could have done a number of things.

they are, after all, a hospital right?

don't they have a dermatology department for cases like steven johnson syndrome, etc?

if broken ankles are all they can handle, say so, so people know to avoid that place. 

i needed a medical team stat. a dermatologist, neurologist, eye doctor and an internist. the suffering is incomprehensible. 

i would not be at the er, if this were a 'cosmetic' issue.  

it is illegal to turn someone away. if any hospital admin is reading this, please contact me, so i can give you my name, and you can look into the the nurse, who could have saved my life, but chose to be ignorant and lazy.

 you make speak with neurologists, whom i would not have even needed, had she admitted me as with anything concerning the brain/skin/eyes cooking off the skeleton, timing is paramount. 

all i needed was iv anti-seizure meds, but how was i to know? 

i needed an eeg, a spinal tap, and a skin punch biopsy. 

encephalopathy is my diagnosis...which led to encephalitis, naturally. i stayed in an electrical brain storm, for  92 weeks, without seizing, which would physically cook the brain, eyes, mask of the face.  

inhumane. 

i was so impaired, that i could not get myself the proper help that i needed and lived alone as a single woman in venice, ca.

the company  and spa ran when there was a would be fatality, as this device is not even legal bc there are not enough studies. 

doctors and nurses need to listen, and keep an open mind. 

you could have saved my life. 

i would be on a whole nother trajectory, instead of being fried alive, and a dependent. 

even my hair is all fried. 

if you are not equipped to deal with a rare emergency, such as mine, please have me transferred to a hospital who is.
horrific. 

i was a kid with my full life ahead of me. 

ask the person if they are in pain, ask them if they are having difficulty breathing, getting blood or oxygen to the brain, headaches, double vision?  see if they have tremors....don't focus on the fact that it's ""cosmetic."" 

trust me, there is a reason they are there. 

what terrible judgement. 

someone is dead from a peanut. 

i needed to be admitted to icu.

i can't believe i have to tell people how to do their jobs who went to medical school.

maybe that is the problem?

that the people working in the er dept. have lower education requirements than doctors? 

perhaps it should be the other way around.  

i take my education very seriously, graduated ahead of my cohort, and hold an m.a. in clinical psych.

i can't understand ""professionals"" who don't continue their education.

we are never done learning.

it is all a bell curve. 

please do not stay at the start of it.

no one can afford mediocrity and negligence when having a job as serious as an emergency room staff. 

you are literally responsible for life and death.

change professions if you aren't interested in your line of work.

if this is just a 'paycheck' for you...move on!

had i had a different nurse, there is a chance that i would not be writing this right now. 

i think about you everyday of my life....all i needed was admittance, and an iv of anti-seizure meds, steroids. 

this hospital rating has a 2.8?

 that's not okay.

please raise your standards of care, so no one else winds up in my situation."
2,939,2.0,0.5754,"nurse, time, surgery, day, stay, baby, make, due, night, food","i want to write a review on the inpatient dining ""expressly for you."" there is a menu that you can order what you want. there are specific times that you must be followed in ensure your meal order is placed in time. i have ordered many things from the menu, overall, i think they try to be to fancy and offer too many complex meal options. when i am sick, i prefer to eat very simple things without a ton of spice or flavor. this may just be me, but here are some of my thoughts on things i have ordered. 

scrambled eggs: the first time i ordered scrambled eggs they arrived with onions and peppers. this was not expected. the next time i ordered, i specified that i wanted scrambled eggs plain without onions or peppers. this time it arrived with a garnish orange slice that spread orange juice on my eggs and rendering them inedible. if you just want eggs, order without garnish! 

oatmeal: this is a solid basic. it is pretty bland by itself, but would highly recommend adding banana slices and a packet of cream cheese. 

pimento cheese plate: this is a generous scoop of pimento cheese and served with fresh veggies and pita. i wasn't feeling up to eating much, but what i did eat was great! 

cheeseburger and fries: one night i didn't get a dinner order placed, so they brought me a late tray option. it was a freshly made burger and fries. i may have just been super hungry, but this was amazing!! 

chicken salad sandwich: this was okay. the chicken salad had too much mayo for my taste, but not bad. 

chicken tenders: there was a lot of breading, but easy to peel off.

baked potato: good simple option and can order shredded cheese and sour cream on the side.

clear liquid diet: i'm not sure much can be done to make this better, but this is rough! the tray comes with broth (i sampled vegetable, chicken, and beef), jello, juice, or flavored water. the broth was always luke warm and never appealing, but this is likely a result of how i was feeling. pro tip:  the floors stock popsicles, so that is a great alternative/supplement to the tray. 

if you miss ordering off the menu or get to your room late the floors stock some boxed meals. one night my diet was advanced from clears to regular diet late and i wanted solid food. they brought me a turkey sandwich boxed lunch. i ate the turkey (not then bread) a standard basic turkey sandwich which is a good option when the cafeteria is closed. 

things i wish were on the menu: greek yogurt. they have sugary yogurt, but i really wish there was greek yogurt, low fat string cheese sticks, plain tuna without being in tuna salad, or other high protein simple options. 

the people that take your order on the phone are really helpful and willing to get you want you want!"
3,458,3.0,0.4585,"patient, mother, facility, visit, issue, due, pay, health, woman, person","warning.  good samaritan is quick to send outstanding balances to a collection agency, with little to no effort in collecting outstanding balances beforehand. 

my 90 year-old mother, with limited english and fixed income/resources, had a pre-scheduled outpatient cataract surgery at good samaritan hospital late 2019. although it is common best practice in scheduled surgeries, good samaritan apparently did not collect the $125 co-pay during the pre-registration process. 

with little to no effort to collect the co-pay, good samaritan sent the account to a collections agency. as i've read in other yelp reviews, that may be their standard practice for processing accounts receivables, rather than expending minimal effort in working with patients on outstanding balances. they make up for their short-comings in their accounts receivable process with aggressive action, displaying little compassion, even during a pandemic. 

fortunately for my elderly mother, a bad credit rating will not affect her life, but if you are concerned with maintaining a good credit rating, i strongly recommend choosing another hospital that will make a minimal effort in collecting outstanding balances before sending your account to a collections agency. it could have a severe, negative impact on your credit rating."
4,292,4.0,0.3987,"call, give, day, care, phone, time, family, speak, talk, hospital","if i could i'd give a -0¹!!!!
don't let any of your loved ones visit, stay, or even pass by this place! my brother recently passed on ""june 21st"" and the reason for quotations is i think he was gone days before. there's an incompassionate and extremely unprofessional ""nurse"" there by the name of grace who tells any and all people any information about a patient they want want to know about! when grace called to tell my mother that my brother was ""code blue"" and they were working in him said says ""ok i gotta go back in there bye"" then just hung up and my mom calls her back and she just says ""oh i'm sorry momma he passed we tried"" then hung up! as we, my mother and i were crying cause we just lost my brother i started getting messages from family with their condolences i'm like how does everyone know we havent gotten around to making any calls with tears coming out our eyes and boogers coming out our noses! how? so i called june 22nd because i wanted to speak to a supervisor or the one on the highest pedestal regarding some questions, concerns & complaints so they transferred me to ""supervisor ray morales"" whom is in my opinion as incompetent as the janitor pretending to be a doctor in fact it may have been for all i know. i asked him ""about grace and her giving just anybody information about a patients condition who isn't immediate family"" he made that sound you make when ""you get caught or the jig is up"" i said also all the information that grace was giving us ""is fishy"" i said ""honestly i think my brother was gone a lot sooner than the day we were told, i think my brother died a week ago and that's why grace was telling us we had 30 minutes to get there to see his body cause you guys took him out the freezer to thaw a little bit so we can see him so you van throw him back in the freezer!"" and he said nothing. no denial, no defense no answers for me none! he just informed me to call the hospital number with extension 333 (satans son's number?) to speak to ""quality assurance"" i'm like ""is that like the surveys to say how you did?"" (with sarcasm) he said ""it's to let them know you weren't satisfied""  are u kidding me!!! if i'm not satisfied were they gonna give us back my brother or a coupon for 2 for 1??!!! a free hamburger perhaps ‍!? my brother was a life and he mattered to a lot of people not just another ""covid-19"" count!! my brother went to kaiser in baldwin park on june 11th cause he had trouble swallowing, he did have diabetes and ""dysphagia"" is a common complication of diabetes. at kaiser there's all kinds of tents outside because no one can go in due to covid-19 so you wait outside and they take your temperature and vitals outside my brother had no fever, no cough so eventually they take him in and tell his girlfriend she can't go in so she's like ok call me when your done as we live a few blocks away he says ""ok"" and he goes in. she talks to him a few hrs later he said they were gonna give him an mri cause he said ""they don't know what's wrong with him and he didnt have covid-19"" his girlfriend is like ""ok well call and keep me updated"" he said ""ok""  my brother got transferred to los angeles community hospital and when he got there they told him he they were gonna give him another mri and something about taking spinal fluid then they told him he had covid-19 so he calls his girlfriend crying ""come pick me up they're saying i have that sh**!"" he was scared and alone!!! utterly alone! there is more to this review but they have a limit to rewiews!"
5,443,5.0,0.4402,"patient, hospital, people, place, mask, employee, provide, hand, line, procedure","mountainview hospital has adequate supplies of ppe. the problem is that the hospital is not giving those supplies to the nurses who are currently on the front lines working with covid-19+ patients on a daily basis. worse even, they are not allowing nurses to protect themselves when they have the ability to do so. this is not in alignment with what you say is the hospital's top priority of ""protecting your patients, clinicians, nurses and colleagues so you can best serve our communities..."" in fact, it seems quite the opposite, it would almost appear as though your policies are directly intended to put our patients, clinicians, nurses and colleagues at a greater risk.

here are the facts about what mountainview hospital is doing at this moment:

* a nurse is only given an n95 rated respirator if they are working directly with a covid-19+ patient that is undergoing aerosol treatments while the nurse providing care to this patient.
* a nurses is only allowed to wear a surgical mask around covid-19+ patients who are not undergoing aerosol treatments as well as all others that are presumed to have covid-19 but are waiting the 3-5 days it takes for test results to come back. 
* nurses who bring in their own n95 or kn95 rated respirators are required to remove them and replace them with the hospital supplied surgical mask.
* doctors seem to have a different set of rules that apply to them as doctors have been observed wearing n95 respirator brought in from home under their surgical masks without recourse. however, your nurses have been told if they attempt to wear an n95 or kn95 respirator, even under their surgical masks, they will be required to leave the hospital and not be allowed to return until they submit to the hospital's ludicrous policies. 

remember, our nurses and doctors live at home with their families and loved ones. if they catch this nasty virus, they bring it home to us as well. your hospital's policies are a possible death sentence to not only your own staff but to our entire community!

what i would like to understand is what is the harm in allowing a nurse to wear an n95 or kn95 mask which they bring in themselves and is very likely to provide much more protection than the hospital supplied surgical mask which has been cited even by the cdc to be inadequate protection against covid-19? our nurses and doctors are the most at-risk people in our community. we already have communities around the world where 20-30 percent of health-care professionals in a region have become infected with the virus. what is the hospital's thinking here in requiring better protection to be removed?"
6,421,6.0,0.35,"staff, care, feel, make, good, experience, great, nice, work, kind","ok let me start off by saying i've been to many psych wards in seattle and at first site or intake may be a little rough around the edges i was in 3w which is a pretty hectic place but there was gems within this unit including the loving staff that actually care.  i would like to point out that i wasnt in a good shape so my perception may be different from today.  looking back i'd like to say that my overall experience on 3w was rough its loud and there are many sick ppl so its not a hilton hotel so the expectation should be different right, well being hospitalized during corona virus makes everything 100% worse no going outside for one month! but through it all i made it with the help of the great staff and supportive doctors who understand how to care for you...was this place perfect no! but it allowed me the space to heal from my illness they respected my privacy and allowed me to go through the motions which is huge.  when i asked the staff that i needed something every one helped and if they couldnt they asked someone.   for example i needed clothes and the nurse made it a point to get me clothes if i needed a different diet they made sure it was done.  i was then transferred to 2w which was 100% better this floor allowed me even more space to heal its a less hectic unit and the surrounding helped me along further.  i was able to use the computer and have alittle bit more freedom.  no one likes to be hospitalized but when you have staff that actually cares for your healing they dont judge you and  dont make fun of you it makes healing 100% better.  staff comes from all walks of life which i love the diversity no one turned their back on me and that's important. they definitely don't throw you out on the street thanks to the wonderful social workers and doctors.  from the moment you walk in there is a plan and work as a team to get you there. thanks cascadia for all your help!! i will list cascade in my wrap plan as this is my hospital of choice for mental health"
7,423,7.0,0.4203,"nurse, thing, put, wife, give, day, son, explain, change, experience","january 31 (friday) 2020 @ 3:00 pm  i was admitted to chandler hospital for surgery to my right leg for clogged artery in the groan area. the surgery went great but my hospital stay was not so great.

1. i received an iv needle  injection site on top of my right hand. the nurse had problem inserting the needle but said it was ok now. when the anesthesiologist told me to breath into the mask and then told me i was going to feel a little burn in my right hand - well the little burn turned into a very hot and painful burning in my right hand - i screamed my hand was on fire and all i could hear was keep breathing into the mask, i did and i was out. when i awoke in a room where i was to stay til discharged sunday morning @11:30am feb. 2, the first thing i looked at was my right hand i thought for sure my hand was burned. it was ok and was told later by a nurse the needle was not inserted all the way.
2. after surgery i was in and out but i do remember the nurse told me i had to stay in the lay flat position and not to move my legs for 6 hours. my upper half of my legs were strapped together and i could not move. the nurse assisted me with urination few times during that 6 hours when i buzzed and gave me water.
3. sat. feb. 1 @11:00am the wife visited me  and said the cardiologist called her @ home around 7:30pm friday night and said the operation was a success. the wife also noticed my bandage was bloody and watery and asked if the nurse could change it and check the wound. they did change the bandage and checked my wound. the nurse informed my wife no doctor had released me and i would be staying another day. this is what my wife told me because i was still under medications. my wife left and i do remember a doctor asking me how i felt and told me the surgery went great and i will be able to walk again, he also told me he was going to have me stay another day to check things out and told the nurse how he wanted the bandage changed. i didn't know if it was am or pm with the medications i never knew who the doctor was. i remember the nurses waking me up and giving me my medications and asking my pain level was, checking my sugar levels and a blood drawer taking blood weather it was am or pm i do not know. i even tried to watch a tv show nodding on and off and even taking a little walk in a walker supplied by a nurse. i was notified when my meals were ready and served them, could not eat everything tho felt nauseating.
4. sometime not knowing am or pm because of the medications a women entered the room telling me i have bad insurance and things had to be paid. i told her i thought i had great insurance and then things started to fade and i told her i can not read nor see any paper no more than sign one. she said it would benefit all if i signed and with pen in hand and put it near where i had to sign. not to much later she returned and said i had to sign another paper not saying what this paper was for nor did i care at this point in time. i said help me keep my signature on the paper and she watched me and said that was good enough.
5. sunday feb. 2 am sometime a doctor came in and asked if my doctor looked at my wound and said it was ok, i said a doctor looked at it once and said it looked good.   i was informed i was being released. i said great and i was feeling good and even took a walk with my walker. the nurse removed all electronic equipment  wires and iv's from me and helped dress me. around 11:00am the nurse said my wife was waiting for me down stairs. when i requested my discharge papers explaining what i can and can not do and what to look for as for the condition of the wound she said there was none but she would print off some discharge papers. the paper the nurse printed off was literature on how to prevent my condition nothing of taking care of it after and operation.
 i when home in disgust. ed d"
8,1043,8.0,0.3975,"test, covid, virus, symptom, work, home, result, week, send, child","i've been home about two hours now. i've debated for two hours whether i wanted to say anything or not. i've been sick since monday; it's saturday. it started out a little cough here and there. it progressively got a little worse. i started running low grade fevers and then would get chills. my nose was super stuffy. i thought ok i'm coming down with a sinus infection. i got antibiotics. they didn't work. as a matter of fact i started feeling worse; run down, fatigued, my body has been aching. today i started feeling short of breath. my chest hurt but not in that way you would think would come with a prolonged cough. more like a heavy, achy feeling. i've struggled to regain my breath several times today but i still didn't feel emergent. i weighed the options of getting health care with covid 19 so rampant but because i started struggling with air today and after asking the opinions of my triage professionals ( yes i work in healthcare) i decided i'd go to the er after i finished my shift. once i got to the room the dr explained he was ordering a flu test, a strep test (even though i had no sore throat at all) and a chest x-ray. results came back negative for everything and chest x ray showed no pneumonia. the dr tells me they won't test me for the corona virus unless i am admitted to the hospital and the only way for that to happen is if i had more emergent breathing issues. even though i was struggling to catch breaths my o2 sat was 99%. he tells me though that with all my symptoms he cannot rule out the virus and i was to return home to self quarantine until april 13. today is the 4th. upon discharge a different nurse that i hadn't met came in to give me my papers. i asked her, ""how do i know if i need to come back?"" this is why i'm writing. her answer floored me. she told me i shouldn't come back unless ""i'm so out of breath (i) can't talk or if i'm turning blue."" i asked if she was serious. she tells me ""yes but if you're turning blue call 911 so they can get you oxygen on the way here."" y'all i've been in healthcare for 15 years. i also have chronic health issues that have had me in and out of drs and ers and never in my life have i heard something so outrageous or felt treated so insignificant. i know there's a pandemic. i'm essential so i go to work and come home. i don't go out unless i absolutely have to. i heavily weighed wether i should go in or not and the care i received was what it should have been. they weren't full of patients, in fact it was pretty empty for 20:45 on a saturday. i know they are tired and over worked but something more needs to be done because if this is how we are screening patients for this virus that truly have all the symptoms no wonder people keep getting sick."
9,55,9.0,0.3809,"wait, hour, room, leave, check, time, back, minute, blood, sit","i walked in to the hospital er yesterday 13feb2020 at about 1300hrs. waited about 10 min before being addressed by a receptionist. i was able to then present my paper showing i am severely neutropenic and should not be made to wait in the er to him. i was seen about 7-10 min later in one of the back rooms where my blood pressure, temperature, and heart rate was taken. i showed the lady in there the same note to which she replied, ok i'll put you in the system as urgent urgent. we spoke for a little. she was a nice lady. i then went and waited with my fiancé in a corner of the er because i shouldn't be around other sick people. it was about an hour before i spoke to a new receptionist asking her how much longer it would be for me while presenting her with my paper from my doctor. she told me 15 min, they're cleaning a room. and so i don't have to be in the er i can wait in my car and she'll come out and grab me if they come earlier. so, we walked to grab my car and pulled it to the er. we waited about 15min when i asked my fiancé to valet the car and we'll wait outside for a little, it shouldn't be much longer now. with my two bags for the extended stay i was expecting, seeing how i have to get a transfusion and a bone marrow transplant because i have aplastic anaemia. we waited outside for about 20 more minutes before i decided to go in and ask the receptionist again how long it would be, because it's cold outside. she stated she doesn't know. so i went back outside and waited almost another 20 minutes before deciding to leave. in total i waited roughly 2 hours. i went back in to talk to the receptionist. i calmly and professionally explained to her that she shouldn't give me a specific time even if it's an estimate. because she did that, my expectations were based off what she told me, we were waiting outside in the cold for longer than we should have if she had just told me i can't give you a time right now... i can't believe that i couldn't wait in any room regardless to if it was an er room or not. at this point if i get sick from all the people being in the er sick, coughing and sneezing when i first waited, that virus could kill me. hence why i am upset."
