,doc_num,dominant_topic,topic_contribution,topic_keywords,doc_text
0,2096,0.0,0.2284,"doctor, time, issue, find, year, problem, week, listen, make, follow","i was referred to honor health about 3 years ago & i will not be going back after several issues. back in may i had bronchitis, my primary doctor there wasn't available so i had to see one of the other doctors. she was very quick with our appointment & when i asked her to fill out my fmla form for work she told me my primary doctor had to fill it out (she was saying this as she was walking out the door), i asked if she was sure because my ""primary"" doctor was on vacation..she said yes & to make an appointment to see her when she gets back. fast forward to a week after saw my primary doctor just to have her fill out the fmla form she started questioning me like why didn't i get it filled out when i saw the other doctor last week, the other doctor was the one that's suppose to fill it out since she saw me. she made it seem like i was the one that did something wrong and i felt like she was talking down on me. she spoke to the other doctor, filled it out and told me she would not do this again for me. on top of that i got charged $80 both times when this should've been handled at the first appointment.
now at the beginning of this month i had laryngitis, lost my voice. i saw a different doctor in the same office. i asked to fill out the fmla form he told me i didn't need it all i needed was a doctor's not excusing me from work. i asked him he was positive (like 4 times) because i have no sick time & i don't want to lose my job. he said he was sure & that i wouldn't lose my job. next day i call my hr & they informed that indeed i needed the fmla form to protect myself & the doctor's note just combines my absence into 1 day! and without the form i could be considered for termination since i didn't have sick time. so i had to take the forms back to the doctors office but the doctor i saw was out for 2 days. when he did get back into the office he did fill out the form but he put the wrong date for the first day i was absent from my job, which would've been the day prior to my appointment & i even told the doctor that at my appointment & even left him a note with my fmla form when i dropped it off. this all could have been avoided if the doctor took a couple of extra minutes to fill out one form form at my appointment. i could've lost my job over this! i just feel like the doctors there are in a hurry, want to get people in & out, and overall don't actually take care of the patients needs. on top of the front desk nurses have no customer service, i think there's only one there that actually smiles, has a pleasant tone and is welcoming. after all this i will be searching for a new doctors office."
1,8350,1.0,0.2755,"day, mom, mother, night, nurse, admit, stay, family, home, discharge","it has taken me awhile to decide if i was going to share my mother's story while hospitalized at peacehealth.  i've decided it's important to do so in order to let the community understand what happens within those four walls.  my mother was admitted april 27th, 2019 with severe sepsis.  she was admitted to the icu by dr. chen, at the time of admission it was asked kris keough (hospital ethicist) not be involved in her care.  after 24 hours in the icu she was transferred to the fourth floor.  my mother had been admittted to this floor before and it had always been a nightmare, we should have requested a different or better yet be transferred out of this hospital.  april 29th my mother was working very hard to breathe, mind you my sister and i are both nurses and we know our mom's medical history and we know her very well.  we told the evening nurse, she told the physician and no new orders.  this was dr. eric yang. shift change came and again we were persistent that she was working entirely too hard to breathe and told the nurse shelly a. multiple times and requested her to be evaluated by a physician.  the nurse kept telling us the physician was doing an admit and would see her after.  we went to the charge nurse several times.  finally when my sister went to the charge nurse and asked for hospice medications to make my mother comfortable because that's where we were heading a physician magically appeared, it only took three hours.  upon obtaining my mother's medical records shelly had time to document how upset we were but not time to advocate for my mom.  my mom continued to decline over the next few days and despite our continued verbal concern to physicians and nurses it seemed to fall on deaf ears.  on 5/2 i spoke with the evening jacqueline m. and i requested medication for her breathing, she did request the medication but also had time to turn up my mother's oxygen to 4 liters (my mother retained co2) turning up her oxygen only caused her to retain co2 as she was already retaining fluids and working to breathe.  the next morning she was transferred to the icu with chf and respiratory failure.  the physician following her was chi-chang yen who told us on her icu admission he felt he could pull her through this.  we were very present in the icu only leaving at bedtime and back in the am.  our only mistake was asking kris keough the ethicist not to be involved in my mother's care. we only saw dr. yen on her icu admission and never came back at all during her admission to speak with my sister or myself, we were both her poa's. on friday may 3rd physician rounding was taking place and visitors are asked to leave.  kris keoug went into my mother's room and told her she was dying.  she told this to my mother alone with no support person in the room.  not only doing this to my mom there was never a family conference to discuss my mom's care or she may not survive this hospitalization.  kris came to the waiting room, blindsided us and stood over us with arms crossed and stated, ""you're mom has chosen to go to hospice and she will be there by one o'clock and everyone will be much more comfortable.""  my mom was very upset and we were so blindsided and couldn't think to say no let's slow down, she had been in the icu less than 48 hours.  kris was not the doctor and dr. yen never once said my mother was dying to my sister or myself.  upon obtaining medical records dr. yen falsely documented there was a family conference held and it was a family decision for hospice.  it was a forced blindsided decision in my opinion.  i did dispute the documentation and dr. yen again said his documentation was accurate.  i was told by the qi coordinator molly b. ""everybody has a different definition of a family conference.""   there was not a family conference held the risk manager dan is well aware of this and he stated ""kris felt she knew you and your sister and felt it wasn't needed.""  she didn't know me and knew my sister on a professional level only. i met with senior leadership and there were changes that came out of my mother's hospitalization and death, two of the most important family is no longer asked to leave the icu during physician rounding and  there is a phone number in each room on the white board to call if family or patients feel they are not getting the care they need.  hopefully there  were  more and nursing staff and kris has learned from this situation and the outcome. our parents do not live forever and i completely understand this but how this was handled made everything traumatic for my mom and her family, something that is almost unforgivable.  i would not recommend this hospital and wish i would have taken my mom elsewhere unfortunately it wasn't an option as sick as she was."
2,8440,2.0,0.2846,"walk, wife, leave, back, minute, door, sign, front, question, check","stay away from this hospital. they are not enforcing cdc guidelines and allow people to work there who refuse to even wear a mask during a global pandemic! this is fatally dangerous behavior, and they have completely unacceptable sanitation practices. the attached photo shows the two people who screamed in my face without masks who are standing in the only patient entrance/exit this morning after screaming at me from 18 inches away without masks and repeatedly refusing to back away.

i was told where to pick up my husband after his procedure since i couldn't come in (bc of the pandemic) and was told they're be out in 5 minutes. i was in the patient pick up area and the valet came over and told me to leave. i said i was waiting on my husband who had just been under full anesthesia and i was told to wait here. the armed officer came over and lied and said my husband was in another building. i said, no he's here and i am picking him up. she kept yelling without a mask on about how i needed to leave the pick up area. i again stated i'm picking up my husband from his procedure. i had only been there 1-2 minutes at this point.

the two people in the photo came up to my car  telling me to roll down the window. they removed their masks (and kept telling me to take off my mask) and screamed in my face to leave. i was waiting where the nurse told me to so she could bring out my husband from his procedure. they repeatedly refused to back away at all or put on masks, so i rolled up my window.  the valet started yelling obscenities loudly at me because i rolled up my window when they repeatedly refused to back away or put on a mask. i moved my car twice to places he was pointing at but they kept screaming anyway. the last time he screamed obscenities at me because he wanted me to move another foot. i don't know why they wanted me, the only person there picking up a patient, to leave.

my husband came out with the nurse. the valet and armed officer found it necessary to start yelling at my husband (who just came out of anesthesia) as the nurses were giving me discharge paperwork. i have never been at a medical facility where people are allowed to freely project their germs during a pandemic or scream obscenities at people trying to pick up patients...until today. 

truly disgusting behavior in normal times, and absolutely abhorrent lack of care during this time."
3,5507,3.0,0.2626,"surgery, feel, make, great, good, experience, kind, team, amazing, wonderful",best place to be when you have an outpatient surgery! all of the staff is kind and caring! i just had an outpatient bunion surgery and the nurses and doctors were amazing! they do their very best to make you feel comfortable especially when i came to getting an iv. i always have trouble with my veins for surgery but the nurses that had to stick me twice to get a good vein made it less painful. the anesthesiologist dr. sugar was also great! he made me feel comfortable during my surgery! i wasn't completely under anesthesia but i felt no pain during surgery. the recovery after surgery was good too. i was brought water and crackers to take with the pain medication i was given after i was more awake. thank you sutter hospital!!!
4,7899,4.0,0.305,"nice, time, visit, lot, good, question, check, helpful, parking, friendly","does providence holy cross have to make money off of parking from red cross blood donors? i chose to donate blood at this location since it is closer to my home. 

first - no proper signs indicating where to go. i went to 3 parking lots before i found the right parking area. 

(but one very kind employee directed me to the area. she also told the parking attendant that i will need a pass since i am only there to donate blood )

second - after the donation, the parking attendant refused to give me a pass. i was directed to get my ticket validated by red cross. red cross said- holy cross does not validate the donor tickets anymore! 

i paid $8 for parking. my question is - is it even ethical during a pandemic for a hospital to charge parking for someone who is just there to donate blood? why not allow red cross to validate the tickets for donors? 

i am a frontline healthcare worker. i was appalled and disappointed ."
5,5892,5.0,0.1973,"hospital, bad, experience, star, horrible, give, time, emergency, terrible, absolutely","this is not a hospital it is a jail/ crack house. the crack house part includes many of the staff members, and the jail part includes staff members stealing from the patient's. how this dirty filthy mold-infested hospital continues to operate i will never understand new york state should have closed this hospital down years and years ago and it's getting worse and worse and worse. if you care about yourself or a loved one avoid this hospital. if u are forced to go there because the ambulance must take you to the closest hospital once there insist on transfer to any other hospital on long island.. the conditions of this hospital and the care given the patients is worse than that of hospitals in third world nations"
6,3851,6.0,0.4359,"patient, review, facility, medical, write, provide, physician, state, case, procedure","i requested restrictions on the uses and disclosures of my personal and medical records:  ""all of my personal and medical records.  all people and companies except myself, son and daughter.  i will never seek treatment at any ascension facility again.""  having rational communications is virtually impossible with ascensions' employees.

ascension denied my request to restrict use of my protected health information (phi) ""in order to provide our patients the best care possible"" ... allow your providers to securely search your healthcare records"" ... ""to guide your care"" ...  ""have access to all of your healthcare information"" ... ""clearer picture of your overall health"" ... ""better to provide you care"" ... ""treatment of you"" ... ""if we restrict your medical records"".  

if i am never going to have ascension provide treatment again, why did ascension justify denying my requested restriction based on providing my care?  maybe they assumed i have no control over who provides my care.  i have numerous non-ascension in-network doctors and my primary-care doctor has no control over where i go.

i appealed ascensions' denial stating, "" it is obvious your rejection was based on your absolutely false assumption that i will ever have any relationship with any ascension provider under any circumstance.  no ascension provider will ever have any need to access my five visits.  if any non-ascension provider needs to access my seton medical records, i will provide them.  i have all 425 pages."" 

guess what?  ascension denied my appeal.  ascension denied my original request for restricting use and disclosure of my phi so ascension could provide better care for me, even though i also stated i would never go to an ascension provider again.  in denying my appeal, ascension never once mentioned the argument they used in denying my original request.  instead, they threw out an argument that has absolutely nothing to do with my original request or my appeal ... an issue i never mentioned.  ascension stated, ""due to state and federal record retention laws and other legal considerations, ascension is mandated to maintain medical records.  therefore, we are unable to restrict your medical records ...""  ascension either does not know the difference between maintaining and accessing or it is playing games.  i have 3 books in my desk that i have never opened and never will because the subjects are irrelevant to my life ... analogous to maintaining, but not accessing my phi.  why does ascension not understand?  since i will never be treated by ascension again, why does it need to access my phi?  maybe ascension just cannot find its butt, even if it uses both hands."
7,102,7.0,0.3096,"nurse, room, patient, bed, floor, thing, hear, talk, sister, change","i must congratulated the designer of the carefully implemented organized system for out patient care at this hospital and it's service. i with my son arrived and was admitted into a small office by a caring nurse who noticed i needed a wheel chair. thank you.  then wheeled me into a reserved private room with a bed and a recliner chair, on the bed was carefully arranged gown, footies, nurses assured me my clothing tthat i would put away would be locked upon leaving to go to surgery. and she did so. i felt a bit of a draft and asked to  do me a favor. she listened carefully. i asked to move the bed away from the window because of the draft, or place a blanket on the window to stop the draft because i was sneezing already. she carefully moved the bed away from the window. i informed her i couldn't feel the draft anymore. so she didn't have use a blanket to stoop the draft. i thanked her. as i waitted for my turn in surgery, the technician who would put me to sleep introduced himself and asked important questions, then a nurse came with a warm blanket (it was welcomed), then the doctor came in and asked and inform of steps of the procedure. one of the nurses came to prep me with a needle for an iv durning the surgery, i was a little nervous, but she did a great job finding a vain, and i informed her so. then i took a small nap. then someone from surgical team came for me and i was off to take care of problem. i awaken in the recovery room. nurse was very nice and caring. she saw i was not fully awake, and then when i was fully awake, she got a wheel chair and helped me on to it. this was different! the nurse took me to my room and a station nurse came in helped me on to a recliner chair! again very different! nurse raised my feet upward, served me crackers, juice, applesauce and ice water. i sat back and moved slowly and attempting to take in applesauce, juice, little water. i was not rushed in anyway.  that is what impressed me. i was not rushed to hurry and get the next patient in my room. i was able to finally fully aa wake to dress myself slowly. nurse had unlock the drawers and i got dressed. the nurse came into my room with discharge papers.  i asked if my sister on was contacted ? nurse said, i am going  to roll you in the wheelchair downstair in the lobby and he's waiting for you.. i thank the nurse for a wonderful outpatient experience at this hospital. thank her for her hospital service at this hospital. by the way i liked the follow up wellness call. honesty did not expect such a well designed outpatient transitions system like this one. thank you. god bless you staff, nurses, doctors. 1/29/2020. very impressed don't change anything.  ."
8,5475,8.0,0.39,"husband, back, leave, head, put, hand, arm, break, fall, turn","dr. kosari is a terrible, careless, incompetent surgeon. do not trust him. i've made that mistake twice, so i'm not sure which of us is the bigger idiot. i've tried to summarize my experience with him below, but happy to describe in more detail through message for those considering a surgery with dr. kosari.

in 2013, i started to develop an umbilical hernia just above my belly button. it was never that noticeable, but in the spring of 2019, it had grown just enough to always be noticeable to me. i was referred to dr. kosari. i thought that the reputation of cedars-sinai would hold, but i was wrong.

in the examination, dr. kosari was friendly, but clearly rushed. he let me know he only had about 10 minutes. i explained i'd had the hernia for a few years and, while seated, he asked me to lift my shirt, briefly touched the belly button (literally for less than a second) where it was visible and that was it for the exam. he said he'd recommend doing the surgery with stitches, not mesh. knowing nothing about the difference, i trusted his judgment.

the day of the surgery, i was a bit tense as this was my first surgery. i was also concerned he had not adequately inspected the hernia (and he had not ordered any type of ultrasound). i waited for about 2 hours and then they took me in to prepare me. when i saw dr. kosari before the surgery, i explicitly asked him, ""so you are going to be able to fix not only the part below the belly button, but also above it, right?"" dr. kosari responded, ""yes, don't worry. once we're in, we'll be able to check it all to see what we're dealing with.""

i woke up after the procedure and went home. i had the surgery on friday, sep 13. i removed the bandage (which was covering the belly button and surrounding area) and showered on sunday, sep 15. by monday, i felt the hernia above my belly button exactly as before the surgery. panic immediately struck. i called cedars-sinai and was able to tell dr. kosari's nurse i felt a bulge exactly like the hernia, and she told me to just come in for my checkup in 2 weeks for dr. kosari to examine it.

when dr. kosari examined me, he tried to say there was nothing wrong, or that it was something else (like a result from the surgery or a problem with ""skin"" being ""detached""). i told him, ""no...i am 100% sure this is the same hernia i've had...it feels exactly the same."" he told me to come back in 4 more weeks after the recovery period ""to see if it's still there."" that really aggravated me, i left the appointment knowing i still had the hernia, but he wouldn't acknowledge it.

at the next appointment, he acknowledged i still had a hernia, but never acknowledged it was because of his carelessness. compared to the first surgery, he was pushing much more strongly for not operating again. i think it's because it would make him look bad to have to repeat the exact same surgery, but i scheduled a follow up surgery for dec 3 anyway to get it dealt with once and for all (had already pretty much met my out of pocket max, so thought why not - and couldn't get in to ucla before the end of the calendar year - book ahead!).

on dec 3, i had the second surgery, and this time we did an ultrasound before the surgery. again, he did not recommend mesh, just a single stitch he said. this time, i didn't notice the hernia for a few weeks, but could definitely feel a slight bump, which i thought might be the stitch or something. now, just over 6 weeks since the second surgery, i still have the hernia. i can feel it exactly the same as i used to.

after one surgery, i'd expect a hernia to be fixed, at least for a few years before it might recur. after two surgeries, i would really expect a hernia to be fixed. now, after spending thousands of dollars, taking months off from the gym for two separate recoveries, and still having the problem that was supposed to be fixed, i'm so filled with anger and frustration about this ""doctor."" he is careless, negligent, or uses poor judgment in making choices for his patients' care. 

please, do not select this doctor. i will be seeing dr. chen from ucla instead....happy to compare my experience after my third hernia surgery for the same hernia. in my last check-up after the second surgery, dr. kosari told me, ""if it comes back let me know and we can go back in there with the mesh."" to myself, i thought this moron will never touch my body again. don't let yourself become another one of his mistakes. i will forever regret it, but hopefully i can get a successful surgery from ucla and eventually put this behind me. but i'm sure i will continue to live with the nightmares about the hernia problems that i've had ever since the first surgery was unsuccessful, i hope you can learn from my pain and experience to avoid the same experience with this terrible doctor. cedars-sinai should not allow this man to be operating under their name.

as they say, ""fool me once, shame on you, fool me twice shame on me."" he won't be fooling me a third time."
9,1905,9.0,0.2464,"care, medical, patient, receive, health, treatment, treat, lack, family, urgent","i recently was diagnosed with breat cancer.  i utilized the services of st. john's health center receiving excellent care in their breast center.

the staff i came into contact with were amazing. from first contact onwards all the staff made every step as easy as possible.  

i am an rn by background so my obserations were very keen throughout the entire journey.  i have the greatest regard for this system and the indidivuals who provided such prompt diagnosis, treatment, care and support.  i compliment all the professionals who were not only skilled but professtionals with compassion.  i have felt confident about the advice i received as well as the treatment.

the staff did everything they could to make a difficult time as pleasant as possible for me, the patient.  the appointments and treatment were well organized so they were one after the other with a minimum of wait time.

i am amazed by the high quality of care i received from the oncologists, the nurse navigator and the hospital staff.  the attitude everyone exhibited daily is something i could never duplicate.  any patient going through cancer treatment needs all the pleasantness, positive attitude and care this center offers.

i highly recommend this facility for treatment.  most of all, i am thoroughly satisfied with the results from my surgery, a partial mastectomy with reconstructive surgery.

r. montgomery, rn"
