,doc_num,dominant_topic,topic_contribution,topic_keywords,doc_text
0,111925,0.0,0.4775,"doctor, care, patient, visit, office, test, medical, year, give, issue","i am so thankful that i was able to find dr. huang during this pandemic. he may have literally saved my life by making the correct diagnosis and getting me off the wrong medications that was prescribed by other doctors. 

in early february of 2020, i had an endoscopy done by a gastroenterologist, and about a week after, i started noticing some shortness of breath and also felt a swollen lymph node behind my ear.to make a long story short, fast forward to march of 2020, in the midst of the covid pandemic,i had difficulty breathing and a fever which led me to believe that i may have had been infected with covid19. ultimately, after my lab test result tested negative for covid but indicated klebsiella pneumoniae bacteria, i went to see a pulmonologist at ucla where an x-ray of my lungs were taken to rule out pneumonia. although, the pulmonologist from ucla did not listen to my lungs, he prescribed an antibiotic given the bacteria found in my nose, and asthma medication for breathing problems (even though i had tested negative for asthma couple of years ago by this same doctor) after my breathing condition did not improve, i reached out to a different pulmonologist in glendale who provided telemedicine consults. the second doctor prescribed more asthma medication and ultimately told me to take a repeated x-ray and repeat covid test after my condition did not improve. after the chest xray came out clean for the second time, the doctor in glendale told me he did not know what the problem was and told me to hang in there or go to urgent care. by this time, i had slept only 5 days out of the last 15 days and lost over 10 pounds because of severe breathing problems, sleep deprivation and no appetite. 

then out of desperation at 6:00 am, after having stayed up all night, i searched for another pulmonologist and fortunately found dr. huang on yelp and reached out to him by email. surprisingly, dr. huang got back to me right away and saw me the same day through zoom video conference. dr. huang patiently listened to my history regarding the onset of symptoms  and complaints and told me that if one of the asthma medication he prescribed did not improve my condition within the next few days, then he would see me to figure out what was going on. after symptoms did not improve, i went in for an evaluation and dr. huang actually listened to my lungs using a stethoscope and also conducted a lung function test himself. after a comprehensive evaluation and a lung function test, dr. huang told me that i likely had some form of upper respiratory infection before which may have caused breathing problems and fever, but at the time of his evaluation, my lungs sounded normal and i should not be having such severe breathing problems. he told me that what may be going on is that the asthma medication that i was prescribed was causing anxiety and panic attachs which was making my breathing problems worse - causing a vicious cycle - breathing problem so take more asthma medicine which causes more anxiety which makes breathing problems worse. 

after i was taken off the medication, my breathing problems improved significantly. although, it took weeks to deal with getting over the psychological component of having had breathing problems and panic attacks, i am now almost fully recovered. 

dr. huang was so patient, kind, and methodical in the manner in which he diagnosed my condition in the midst of the covid pandemic. it was so difficult to find a doctor who was willing to actually listen to my lungs during this covid pandemic and give me a correct diagnosis. i cannot thank dr. huang enough. had i gone several more days without sleep, i'm not sure if i would still be alive today."
1,113334,1.0,0.5712,"make, feel, experience, time, question, baby, good, son, child, daughter","shalin supported my husband and i throughout the pregnancy and birth of our first child as our doula, evidence based birth childbirth educator, and lactation educator. 

hiring shalin was one of the best decisions we made in preparation for welcoming our baby. as our doula, her impartial and unwavering support guided us through decision making during our pregnancy and helped us to advocate for the prenatal care and birth preferences we desired. shalin's evidence based birth course equipped us with the knowledge and tools needed for a variety of birth experiences. this left my husband and i feeling more prepared in our roles both as the birthing person and support person leading up to the birth of our baby. lastly, shalin's one-on-one prenatal lactation course helped me to feel much more confident about breastfeeding for the first time knowing that i could trouble shoot common challenges and that i was equipped with the knowledge and resources needed for differing eventualities.

about a month before our estimated due date the covid 19 pandemic hit, causing our hospital to restrict visitors and not allow doulas in the birthing space. shalin calmly and proactively navigated this stressful situation, creating a library of online resource videos and offering virtual support for families in labor once they reached the hospital. she helped us to reformulate our plan for labor and birth to adapt to this less than ideal situation - helping us to regain a sense of control and support and reduce anxiety. 

on our baby's birthday shalin supported us in-person as we labored at home and then seamlessly transitioned to supporting us virtually via zoom and text once we moved to the hospital. her support throughout our pregnancy and birth played a huge role in helping us to achieve the positive and empowering birth experience we had envisioned."
2,22692,2.0,0.567,"insurance, pay, review, send, money, charge, bill, receive, month, company","orrin devinsky, daniel friedman, and siddhartha nadkarni engaged in improper, unlawful, and incompetent care. this included being misdiagnosed w/ multiple medical conditions i never had, and one that was due to a common drug reaction that should have been known to all 3. this misdiagnosis had devastating implications for my life.

moreover, b/c the care was so poor and there were so many misdiagnoses, i ended up at the mayo clinic to finally get proper care. they seriously doubted that i ever had epilepsy. i was put on drugs that were not common drugs to be put on and caused horrible side effects which caused significant cognitive issues, and permanent nerve damage. several doctors at nyen, not surprisingly, have financial relationships with the drug (and device companies) they often utilize. one of the drugs alone was about 1000.00 a month.

all have had & continue to have numerous investigations including a criminal investigation by the insurance commissioner of ny for financial fraud. an investigation referred after being reviewed by two investigators in the ag's office.

all fraudulently billed after having been pd in full. devinsky & nadkarni billed to an ins they did not take at the time, uhc, after being pd in full (double billing and even triple billing) for services pd for, or services never provided, and billing as the dr seen, when they were not. attached are copies of pd bills that were improperly submitted & the corresponding eobs, including opened investigations by uhc who pulled back money for all 3 for fraud. included are docs prepared by my attorney for the st investigators regarding their fraudulent practices.

all 3, engaged in extensive billing fraud & continued to resubmit for pymt even after money was pulled back for fraud by uhc many times. they engaged these practices for over 3 1/2 yrs. this fraudulent billing scheme included being billed by mckesson on their behalf for bills already pd in full!

these individuals engaged in a frightening retaliation campaign, which included spoliation of my med record, when they were rightfully reported for their unlawful conduct, and info was brought to the attention of the appropriate authorities.

this malicious & frightening retaliation campaign included my being physically threatened by siddhartha nadkarni's brother, samir nadkarni, in lower manhattan on greenwich ave, forcing me to have to contact the nypd. i identified him from his previous mugshots. he has a substantial arrest record spanning 20 yrs including felony charges. he threatened me during one of the multiple state investigations opened for siddhartha nadkarni re: his unlawful conduct.

when devinsky was made aware of illegal conduct on the part of nadkarni, which included erratic & unlawful behavior, providing undated prescriptions for controlled substances b/c he was unreliable unresponsive, & unreachable for extended periods of time, including routine visits, timely prescription refills, or med issues, rather than adhere to his legal and ethical responsibilities, devinsky sought not to contact the authorities, or elevate the matter to nyu (as required by st and fed law). instead, he chose to cover up for nadkarni, an incompetent, dangerous dr at his patient's expense. his concern was solely focused on protecting his facility rather than protecting patient(s), knowing the serious & significant risk nadkarni posed. nadkarni also appeared to have substance abuse issues. he kept writing prescriptions wrong so that they either could not be filled or were for the wrong med. when i brought a bottle in to show him, he strangely pocketed the controlled substance. stunned, i asked him what he was doing? he took a long awkward pause, stammered, and weirdly said he would give it to another pt. really, i asked? 

devinsky charged me & uhc illegally for turning in nadkarni, who was unquestionably engaging in unlawful practices. this included fabricating a phony visit that never happened, & making no mention of the reason for our few min conversation where he was handed an illegal prescription & advised of additional improper and unlawful care and of my wanting to change care. i was also never reimbursed for all the fraud charges from all 3 for 3 1/2 yrs.

info prepared by my attorney for investigators covers fraudulent billing practices, illegal prescription practices, retaliation & spoliation of a pt med record, and failure to report illegal conduct. info reveals extensive fraud billing, a letter from nyu compliance acknowledging nyen's failure to report, which includes barbara clayton april clark, annette johnson, robert grossman, robert roach, sheila furjanic, steven galetta, sheila santana, arielle kurzweill, monique phillips, diane delaney, terrance nolan and lynn lowy, friedman & devinsky. all were fully aware of the serious problems, intentional retaliatory efforts, failure & legal responsibility to elevate matters to law enforcement, and the ny state  health dept, as required by law."
3,53502,3.0,0.53,"call, appointment, time, office, day, make, phone, week, back, schedule","i called sap on a thursday to make an appointment. i got no answer & as soon as i hung up i got an automated text saying ""hi, sorry i missed your call. how can i help you? sneak a peek"" i told them i would like an appointment & asked if she had saturday available. she did not respond until the next day until almost 3:00, which was about 24 hours later. then, i asked her specific dates & times because since she took a whole day to respond, i had to try for different dates so i can rearrange my whole schedule. no response whatsoever. so i called again the next day. no answer. then i get a random text confirming someone else's appointment! so i screenshot it to her stating that that wasn't my name and i didn't make that appointment (assuming she's sent it to the wrong person). again, no response. so i called again, of course got the voicemail, go figure. then i got the automated text again so i stated that i would like to speak on the phone for an appointment (because obviously trying over text for a few days & getting one response from them per day is not working when if they would just answer the phone or give a call back i could get an appointment scheduled within minutes instead of days!!!!)4 hours later (and some days later) i finally got a call back with a voicemail but i didn't answer the call because they called from ""unknown""!!!!! so i wasn't going to answer a call that didn't even have a phone number. at that point, i had already made an appointment at another 3-4d ultrasound place in beaumont. it's way more expensive than here but honestly its worth it instead of dealing with this place that is so unprofessional, tacky, and obviously doesn't want business bad enough if they can't even answer their phone or even respond!!!!!"
4,85874,4.0,0.5121,"service, people, place, bad, customer, prescription, pharmacy, rude, give, location","buyer beware !! i tried purchasing claritin d on 5/9/2020 from the anaheim hills store #9774 on weir canyon. i gave the pharmacist my drivers license. she scanned my drivers license, but the cvs computer said there their system was down.she tried again several times but could not get authorization from the cvs computer. i asked for her manger . i also asked for the cvs store manager.the pharmacist and the store manager refused to sell me the claritin d.the store manger was not helpful and acted like he did not care at all. a very poor attitude for the store manager. i went to rite aid to to try to purchase the claritin d. i gave rite aid my drivers license and they scanned it. the rite aid computer said that i just purchased claritin d from another pharmacy ( cvs). i was now effectively blocked from purchasing claritin d because of cvs's computer problems. so my son tried to purchase claritin d for me from a 2nd anaheim hills cvs store(#9760). he gave the pharmacist his drivers license, but the cvs computer said ""system down"" !!.i spoke to cvs pharmacist kathy nyguen and she called cvs headquarters to ask for help. she never called me back with a solution.today 5/11/2020 i am speaking to mila at the anaheim hills pharmacy for a solution. i tried for 1 hour today to send cvs an email, but the cvs email system does not work either.i then tried calling the cvs customer service phone line 800-746-7287 and it did not work either. i have now spent over 2 hours trying to purchase claritin - d for my allergies and i still can not buy it. the worst problem is cvs has now blocked me from buying claritin - d for the next 2 weeks because of their screwed up computer.the cvs pharmacy department and thier customer service and their store manager sucks !!"
5,91867,5.0,0.4787,"care, patient, staff, hospital, nurse, family, facility, home, stay, day","our family lost our mother in march of 2019. she was an amazing woman who never let anything rise above her top priority of caring for her family, especially my father, bill.

my father is a disabled veteran with crippling arthritis and knee problems and a multitude of health issues and needs. he is a diabetic that requires insulin, has lymphedema that requires daily treatments, needs medications four times per day and after a two serious falls, required someone to be with him while he transferred from chair to walker, walker to bed, etc.  

my father was from a generation where his wife cooked, cleaned, raised us at home, gave us baths at night, did the laundry, went shopping and had dinner on the table when he got home from work. as we grew up and moved on, my father grew older and his world became smaller as his ailments and medical needs became his focus.

my mother took care of him with tireless effort, literally, up to the moment that she died. when she passed, he was lost.  with our family spread across the globe (literally) and having families of our own, caring for my father was an impossibility given the degree of care that he requires.

we were referred to visiting angels who came to meet and evaluate my father and had him set up with care givers within a week.

it was an adjustment for my father going from a doting wife who cared for his every emotional and physical need to have caregivers who he did not know come to his home to cook and care for him, but he adjusted and accepted that this was his new reality.  we watched this unfold and took great comfort in knowing he was receiving the care that he needed.

there were some bumps along the way, which i sheepishly have to admit were caused mostly by my father's attempts trying to alter a situation to get his way instead of what was safe and necessary.  these situations were mitigated with great communication between my family, my dad and from visiting angels and resolved.

over the last year, his mobility has declined.  he went from requiring 12 hours a day of care to 24 hour care after falling in his bedroom at night while alone. he injured his shoulder, but visiting angels was even able to provide a care giver for several hours at night during the week while he was in his rehab center for companionship.

when we realized we needed 24 hour care, visiting angels amazed us with their ability to provide a live-in care giver. this allowed my father to fall into a daily routine with the same person (something extremely important to him). he found it very comforting to get to know someone who also got to know him.  unfortunately this scenario ended yesterday as my father, regrettably, has reached the point that he requires multiple people to transfer him which would put any single caregiver at risk so he has to be placed in a nursing home.

we had to say goodbye to kristin, his most recent and utterly amazing live-in care giver.  she was sweet, caring, a wonderful cook and dedicated and was very much part of the family.

if it weren't for visiting angels, my father would have probably ended up in a nursing home or an extended care facility immediately after his wife's death which would have been devastating as he would have had to say goodbye to her and to the life he had always known at home all at once.  however, visiting angels provided the means for him to stay at home, provide amazing care which allowed him to continue his life as normally as possible.

no one could ever replace my mom, but visiting angels gave us all peace of mind knowing they were providing the care we wanted to be able to provide my father on our own, but couldn't.  visiting angels gave my father the ability to carry on with his life for over a a year in the comfort of his home. i highly recommend them."
6,49830,6.0,0.5109,"wait, hour, room, time, minute, back, check, walk, leave, long","fyi, my photo of the blood on the floor keeps getting deleted, not by me either. so much for my own post yelp!

i took my boyfriend here because he wasn't feeling good. all the nurses in the emergency wing are fucken rude as hell. they are never concerned. they don't care about you. one of the male nurse kept saying that my bf wasn't sick he was only malingering! he didn't say it once, he said it the whole time we were there. they were talking shit about the other patients that were there also. my complaint is actually about a night ago, went in around 4am, there were hardly anyone in the lobby waiting, maybe two other people. we waited for about 10 minutes for the check in receptionist to come out and check us in. we got called to the back, the nurse checked my bf within 10 minutes and asked us to wait in the lobby again because all the rooms were filled with other patients and there were no rooms available and a few rooms needed to be clean. we waited for about 45 minutes, a young nurse called my bf name and took us to room 8. she gave my bf a gown to change into and walked out. i then noticed spit on a chair, other little trashes all over the floor and then i saw blood on the floor!! i got so angry and told my bf to get off of the bed because the room was filthy, they probably didn't even change the bed cover. i was complaining to my bf loud and clear, i even walked out to the hallway and there was a group of nurses at the desk talking and laughing and i knew they can hear me and see me, but not one acknowledged or asked me anything so i stood there glaring at them and they all just split and walked away until i saw that young nurse who put us in that room and told her, ""why the fuck did she put my bf in a filthy room for? there is fucken blood on the floor!! the other rn said they were cleaning the rooms?"" her response was, ""omg, where is the blood? i didn't know."" she then put us in the room across and it was clean. it was the only room that was clean. i also took the long way to use the restroom, most rooms weren't even clean and there were only a few rooms that had patients in them. i did not say a word after that to anyone because the staff in this hospital don't give a fuck about anyone! they only care about themselves, they are all lazy, they flirt around in the hall, talk shit about patients and take their damn time to come check up on you. when it's check out time, they also rush you out. i don't even know if they cleaned that room because when we left there was a patient sleeping in that room. sadly, it's the only hospital that accepts my bf insurance."
7,64724,7.0,0.6208,"work, pain, year, treatment, life, back, therapist, session, body, month","i'm so grateful to have worked with marcel. what he does is short of magic and has changed my quality of life immeasurably. i went from years of living with joint pain and muscle tightness to realizing after a few weeks of working with marcel that i don't have to, a thought i was giving up on; to function normally.

i became an exercise enthusiast in college and since the beginning and through the years suffered constant ongoing injuries, muscle tightness and joint pain. i stretched thoroughly, foam rolled, changed types of exercise routines to avoid repetitive injuries/pain/tightness that returned in different ways again and again for years - but by the end of 2019, i was at a point where i  was in so much pain from so many different areas most if not all exercising was becoming impossible to do. issues i had at this point were:

right calf: this calf had been tight for years in one specific spot and was the first place to tighten up from any form of exercise, especially exercises using the calf, resulting in charlie horse twice. 
left knee (year +): pain accumulated to a point that i quit doing squats (maybe two years ago i was squatting with weights consistently) and was struggling to even perform a body weight squat which my knee couldn't support. when i bent down to pick things up i made sure to bend at the hips and not the knees from the pain - going down stairs hurt with each step. 
forearms: extremely tight forearms (year +): especially the left - so tight and irritated i spent a lot of my day trying to relieve the pain with little to relieve it, aggravated by work life constantly. 
others: tight left shoulder with limited movement, extremely tight left hip/glute, and plantar fasciitis in the left foot. 

i noticed improvement immediately in the first session with marcel and having done nine of the ten sessions, i am dumbfounded to how different i feel. every area and issue has been addressed and is being worked on in some way with clear and staying improvement. i can feel the re-alignment of areas that were now looking back, so out of place and now are where they should be. it still shocks me daily to feel such a drastic difference and improvement which has also taught me the awareness of how my body should feel comparatively to prior to the sessions. the systematic approach of the ten-session sequence unwound the issues part by part in a necessary way and made sense to my mind/body. my body feels close/is getting to where it felt before i sustained injuries to all these different areas which i couldn't fathom before meeting marcel with the pain i was used to living with vanishing one by one. the tightness in the single point of my calf is close to gone. the misalignment/pain and severe restriction of so many parts on my left side all feel so much closer to before they were tight/injured which not only has given me back normal movement in my body that i was locking but made me realize how terrible it was. my inflamed forearms are calm. i am already able to do a body squat again, pain free.

i truly am not sure aside from going to marcel how this could have been resolved in any way. years of issues and pain have been unraveled in a few sessions with marcel and i come out of each feeling closer and closer to how i should feel. 

marcel is truly dedicated to his craft and extremely talented, immediately understanding what to work on and how to fix issues after description with immense knowledge of how to address the human body. he gives 200% to help alleviate issues and improve your body's health and well-being. every session he listens intently and responds to the most prevalent issues ailing your body. he works hard the entire session to ensure you feel complete, well, and better. he is a great communicator and really works with you to get to the source of the issue and fix it. he makes sure he is doing everything in tune with your comfort level but doing what is needed to get you better. he truly understands the human body to correct issues and free restrictions and the body's sore spots and long-term issues. he works with the complexity of the human body and makes it work for you. thinking about all the issues i came in with and how improved i am coming out of this in just a few weeks has been unthinkable. 

i recommend anyone and everyone to try a session with marcel at least once. to anyone with joint pain, muscle tightness, alignment issues, day to day pains and aches of working life, or those looking to improve athleticism, etc - marcel is a lifesaver."
8,43431,8.0,0.3481,"staff, great, recommend, good, highly, friendly, professional, nice, experience, love","very clean and beautiful space. a friend gifted my husband and myself a couples massage here. i didn't have any expectations really, but i guess it was all great. easy to find parking, a nice spacious couples massage room, and excellent service. 

i got the deep tissue hot stone massage combo and it was really great. i only wish that they had someone there that could do deep tissue and thai massage as a combo. 

i would (and will) totally come here again. i would also recommend this place to anyone looking for a good massage spot in the woodland hills area."
9,66887,9.0,0.5098,"surgery, make, result, procedure, feel, eye, year, treatment, skin, good","i'm retired navy, on medicare and social security.  my vision had deteriorated significantly due to cataracts so it was time for surgery.  i spent over a year visiting three (3) different cataract surgeons before deciding on dr. stolldorf at horizon eye care.  those surgeons included doctors jaben, rheinbolt and  kansupada, all from ceenta.  they all had great online reviews.  however i found them and/or their staff's to be arrogant, indifferent and condescending. i strongly do not recommend these doctors or ceenta for cataract surgery or for any of your eye care needs. 

so when i met dr. stolldorf and his staff at horizon eye care, it was like a breath of fresh air.  he was receptive, listened to my concerns and was not judgmental or dismissive, no matter how trivial my concerns may have been*.  we discussed my cataract surgery needs and agreed on a plan - distant vision in one eye, dashboard vision in the other eye.  not true mono-vision which i didn't want. we discussed the various lens options and costs, and having slight astigmatism in my left eye, he recommended a special lens which i declined due to cost.  so i have standard iol in both eyes.

the horizon eye care team executed and coordinated pre-surgery through surgery flawlessly. surgery is performed one eye at a time about 4-6 weeks apart.  i was extremely nervous during the first surgery.  dr. stolldorf and the superb staff at the huntersville novant outpatient surgery center did an extraordinary job helping me feel comfortable and relaxed during surgery.  the cataract surgery itself only took about 25 minutes and was painless.  i was very happy with the entire surgery process and experience.  

fortunately i had no post-surgery complications with either eye.  healing was quick and i was back to my normal routine after a few days' rest.  the vision change from cataracts to no cataracts was dramatic.  i didn't realize how awful my vision was with cataracts until after surgery on the first eye was completed.  vision was clear and colors were bright in the operated eye, whereas vision in the other cataract eye was a hazy, blurred with a strong yellow cast.  it was like i had a new eye!

after about six weeks my eyes were for the most part completely healed, though i stayed on steroid drops a few extra weeks for one eye that was healing slower.  it's completely healed now.  my vision is excellent, though if i had to do it all over again i probably would have opted and paid for an astigmatism correcting lens in one eye, since vision is slightly fuzzy in that eye.  my post-op vision wasn't perfect, but except for the slight astigmatism, it met all my expectations.

though i can function perfectly without corrective lens, i've opted to wear glasses to obtain the optimal vision for working both on computers and flying airplanes.  obviously my lens implants don't correct for presbyopia, so reading glasses are generally necessary for very small print, though i can read and use digital devices without glasses sufficiently if needed thanks to having one eye optimized for distance and the other optimized for dashboard vision.

the entire process at horizon eye care went very smoothly and effortlessly from the initial appointment to the last post-op appointment.  *except for my very last post-op appointment, and there are many, where dr. stolldorf seemed a little short with me over my many questions, the entire experience was flawless.  i strongly recommend dr. stolldorf and horizon eye care for all your vision needs.  

it's now eight (8) months since i had surgery and i'm experiencing no surgery related issues and my vision remains good.  if only i could eliminate a few large ""floaters"" i'd truly have new eyes.  the aforementioned review is solely my opinion - your mileage may vary."
