,doc_num,dominant_topic,topic_contribution,topic_keywords,doc_text
0,952,0.0,0.0826,"staff, care, patient, nurse, family, wife, love, good, nursing, unit","please avoid this hospital. it will be a waste of your time and detrimental to your health. my experience here was beyond disappointing! there is a systematic issue and you are not treated as if your life is important. i have more than several horror stories so i was compelled to warn others. especially during this pandemic, healthcare is a priority. i will spare the horrific details but trust this review is coming from a medical professional who is frustrated and angry with the only hospital in palmdale.  they are doing it all wrong there. please beware!"
1,635,1.0,0.1218,"nurse, baby, child, son, daughter, time, make, check, experience, give","after places started opening up due to covid, hubby decided it was time to get out and enjoy a ride in the country on his harley motorcycle.  a dog came out of nowhere and decided he wanted to play a game with the motorcycle.  so, the dog won, and hubby went down on his bike at 40 mph.  brought him to the emergency room and they were shocked that he walked in on his own.  one broken arm, 4 staples on other arm, one fractured rib, and about 50% really bad road rash.  the er staff was phenomenal.  courteous, efficient, and very professional.  thank goodness i am educated in wound care, but they took the time to answer all of our questions.  thank you integris er staff.  we are home and doing wound care which is for those w a very strong stomach.  btw, i told hubby that as he is 70 years old, maybe it was time to get a trike or just quit riding.  as usual, i will not win that argument.  thank you god and jesus for placing him in your hands as he was taken care of by the fantastically professionals in the integris i-35 emergency room."
2,460,2.0,0.1432,"life, die, year, heart, hospital, friend, find, end, lose, save","son doesn't have covid yet he has all the reasons to avoid any contact with the virus or carriers of this virus. 
yet when we were sent to this place we were supposed to have a bed and room away from any chance of catching covid and yet they have him in the hallway across from a patient who has this. 
they are apparently going to try and kill my son and then st. peter's will be answering a very heavy lawsuit. 
hippocratic oath declares that first do no harm well not following your own precautions you have put an imno compromised person next to someone who is a carrier of this disease. that's hospital policy, state and federal policy that they are breaking. so with whom do you want to be brought up on charges with first the one that will shut you down or the one who will shut you down and make sure you don't open or practice under the name of st. peter's. 
good luck with that, oh plus civil court."
3,327,3.0,0.1667,"patient, place, facility, staff, make, lie, member, group, treatment, therapy","not a place of healing

this place is a scam/honeypot/government subsidized trap house. patients are treated like animals, given no guidance or support, and forced to rely on each other for any real therapy. requests to staff will be brushed off, or you will be given a name (good luck remembering anyone in this super high turnover job) and also they are all wearing covid masks right now).  many of the people behind the nursing station are esl speakers from varying backrounds. they had difficulty speaking to both their coworkers and their patients. 

near the end of my stay i reported that i was having some paranoia and asked the ""patient advocate"" if there was a therapist i could speak with, i was dismissed with a wishy-washy aswer and left. i never heard from her again. this self-snitching was enough of an excuse for them to keep me another day ($$$) 

i finally managed to get a room all to myself for what i hoped was my final night, however in the middle of the night was awoken to the sound of med techs dragging a new roommate in. the new guy in my room apparently thought he was a snail (""i'm a snailor"" - direct quote) and acted like the bug guy from men in black. he was removed from the wing shortly after breakfast and chucking a few full cops of coffee into other peoples rooms and trying to eat his food by spiting all over it like jeff goldbum in the fly.

i still had a spring in my step because of my excitement over going home, only to be told that i had not slept enough last night so i had to stay another day.

yet how can i sleep under this conditions? i felt like i was being blamed for factors outside my my control.

luckily i was able to finally sleep and overcome the many many obstacles, unwritten rules, unfollowed policies, disgruntled employees, etc. etc. etc. and prove that i could take care of myself like an adult (hygiene, laundry, etc) and finalize an outpatient treatment plan.

unless its a last resort, never send anywhere here"
4,44,4.0,0.1176,"people, place, rude, treat, work, bad, job, employee, unprofessional, attitude","this review is specifically for rebecca in the referral department at sharp coronado medical office. i had been trying to get a referral to be sent from my pcp to be seen at a facility in regards to prenatal care/delivery. i was told that after a couple days someone would contact me to let me know if it had been approved. i received no phone call. i called the office to check my status and was forwarded to rebecca's voice mail. left a voicemail. heard nothing back. called again the next day left another voicemail. again, nothing. after i finally got a hold of her, she told me the referral had been denied and that i had to call my own insurance to ask them why.  i called my insurance and they told me she had to send the referral again because she had done it incorrectly. i left another voice mail with rebecca. and another.  after the third attempt, i finally got a hold of her and told her she needed to send it again. told her i was frustrated, and she said ""i will write that down in your chart."" she told me she would call me back with the status, which of course she never did. she was extremely rude and unprofessional and should probably find a new job since she appears to not be competent enough to do this one. 

i immediately switched pcp's and after i was seen by my new primary, a referral was sent to the same facility and i was approved and able to book an appointment that same day. so easy. being seen at sharp coronado was a colossal waste of time, energy, and my $30 copay. will never be going back to that office again."
5,35,5.0,0.1667,"pain, give, back, doctor, leave, arm, fall, severe, head, break","where to start. this hospital is filthy dirty. they keep the medicines for all patients in the room with the patients in a cabinet that has a lock with a note saying by law it must be locked and they cover the lock with a towel so it won't lock so they don't have to use a key. in addition all the meds are mixed up and not kept separate per each patient and they keep digging trying to figure out what belongs to what patient. the other night they could not find my mother's insulin and after 2 hours had still not found and and she did not get her insulin.  in addition protocol is that insulin should be kept refrigerated and at this hospital it is not. today they had the wrong patients medicine on my mothers iv pole and had it administered and going in her veins. thank god it was the same medication she was on as they could of killed her but it had another patients name on it. my mother has mersa and the nurses and doctors are not wearing gowns, masks and/or gloves. the hospital she came from nobody could enter her room with out putting on a gown and glove and taking them off before you left.  now 2 days ago she was just diagnosed with cre and still nurses and doctors still  have no gowns, gloves or masks on and she is still in a room with other patients and not isolated. they are passing germs from patient to patient.  this place is a shit show. i want my mother out of this place now and moved to another hospital!!!"
6,694,6.0,0.1254,"doctor, time, visit, week, appointment, find, month, today, make, issue","today my son had a fishing hook accident and had to be transported to the hospital because it was considered a traumatic injury - fishing hook in the neck.

upon arrival the first person i saw didn't know if my son was there, but i think he was just checking for signs of covid 19 symptoms. i was the second person in line keeping 6 feet apart from the first person checking in. 

after that person checked in i saw the second hospital staff person who knew that my son was there and led me straight to him. 

when i got to the room he was in the nurse greeted me, as did a second nurse watching over him. they were talking with my son and keeping an eye on him. after a few light jokes about the accident the doctor came in and  introduced himself, as well as 2 other doctors on staff. they explained the procedure and were compassionate, caring, and gentle towards him. i couldn't have asked for a better group of doctors to be with my kiddo and to help him through it. 

i'm going to end this by saying, when i first got to the hospital i yelped it because i didn't know if i was at the right place. as soon as i saw the 1.5 star review i was immediately worried, but after my experience i just felt compelled to write a review that i felt was necessary. 

thank you to the doctor and nurses on staff, you are greatly appreciated."
7,640,7.0,0.1288,"review, experience, make, person, time, understand, thing, hope, write, feel","does providence holy cross have to make money off of parking from red cross blood donors? i chose to donate blood at this location since it is closer to my home. 

first - no proper signs indicating where to go. i went to 3 parking lots before i found the right parking area. 

(but one very kind employee directed me to the area. she also told the parking attendant that i will need a pass since i am only there to donate blood )

second - after the donation, the parking attendant refused to give me a pass. i was directed to get my ticket validated by red cross. red cross said- holy cross does not validate the donor tickets anymore! 

i paid $8 for parking. my question is - is it even ethical during a pandemic for a hospital to charge parking for someone who is just there to donate blood? why not allow red cross to validate the tickets for donors? 

i am a frontline healthcare worker. i was appalled and disappointed ."
8,123,8.0,0.1363,"call, mother, speak, phone, back, information, patient, number, contact, leave","if you are going to have a baby do yourself and your baby a huge favor! do not come to this hospital!!!! unless, you like to waste your time and potentially endanger your baby's life and your life. l&d department has some good nurses but the bad out weighs the good. after being told to come back several times because the dilation wasn't enough ""come back when you are dilated 4cm"" they said. so you come back only to be sent back home and told you are not dilated enough come back when you are 7cm dilated...do they not communicate with one another??? contractions are 2 minutes apart still ""go home""... baby's hr 175 ""oh that means the baby is super happy!"" she jokes... uhmm....where in the world did you study? 
epidural then they break the water to find out baby had meconium stool in the amniotic fluid baby with high hr and they decide to wait to dilate more. 6 hours later oh she needs a c-section because her oxygen level wasn't right. well baby is born and sure enough baby had ingested meconium and now has to be in nicu because her oxygen is low and they need to suck out the fluid. she is in iv and has oxygen mask. why does a child have to suffer like this."
9,0,9.0,0.1777,"test, doctor, back, blood, result, symptom, covid, home, send, high","if i could give this place zero stars i would. the first time i went was when i broke my ankle. made us wait over four hours just to get an x-ray and we had to share a room with another patient. the next time was even worse. my girlfriend came in with abdominal pains and they made us wait three hours just to see a doctor. the doctor than told her she needed an ultrasound, which we waited two hours for and than another two for the results. after that they made her get a cat scan, which took up another two hours to get and another two for the results. than after all this doctor mchue came in for no more than thirty seconds to tell her nothing was wrong. they definitely just added procedures in order to rack up her hospital bill bordering on malpractice considering how much radiation a cat scan gives. after all this we had to wait another hour just so a nurse could come in for five seconds to take out her iv. when i went to complain to dr mchue, and told him we'd been at the hospital for almost 12 hours and we just need the iv to be taken out so we could go home, he rudely told me ""people are dying."" i understand that it's an emergency room but there were atleast ten people talking or sitting at their computers, one of which is capable of removing an iv, or dr mchue should've just done it himself when he came to see us. his attitude was not one any dr should have and it was clear he got stuck with the graveyard shift and was not happy about it. terrible terrible doctor. don't go unless you're literally dying because they will not help you. go to a different hospital if you can and definitely hope to god you don't get dr mchue, because i've never encountered a more rude or dismissive dr in my life. fuck this p"
